9.717071652412414551e-01,9.560765027999877930e-01,9.748941659927368164e-01,9.608730673789978027e-01,9.649773836135864258e-01,9.650745391845703125e-01,9.763062000274658203e-01,9.613749384880065918e-01,9.533634185791015625e-01,9.598290324211120605e-01
6.438465118408203125e-01,6.549428701400756836e-01,6.543738842010498047e-01,6.747527122497558594e-01,6.833063364028930664e-01,6.731973886489868164e-01,6.632364392280578613e-01,6.710242033004760742e-01,6.617270708084106445e-01,6.364965438842773438e-01
4.758886694908142090e-01,4.858847856521606445e-01,4.805184006690979004e-01,4.827220439910888672e-01,4.688079953193664551e-01,4.948846697807312012e-01,4.951958060264587402e-01,4.886786341667175293e-01,4.751145243644714355e-01,4.725551605224609375e-01
